Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1184,Aurora Assurance - Identity & Access Management,ACC-10042,Aurora Assurance Ltd,Tom Barker,Cybersecurity,Identity & Access Management,Closed Won,100%,120 100,GBP,17/12/2024,2025-02-13,2025-09-16,,Event / Webinar,2025-09-16,2025-09-16 17:00:00
OPP-1202,Tamsin Freight - Data Platform Modernisation,ACC-10351,Tamsin Freight AS,Mikael Lindqvist,Data&AI,Data Platform Modernisation,Closed - Lost,0,3788900,nok,2024-12-20,2025-04-29,2025-05-25,Postponed,Outbound - SDR,2025-05-25,2025-05-25 19:43:23
OPP-1129,Estrella Precision - Application Support,ACC-10507,ESTRELLA PRECISION SAS,Camille Bernard,ERP & Apps,,Closed Lost,0%,"€68,000",EUR,2024-12-04,2025-02-18,2025-01-27,Not a Fit,Existing Customer,2025-01-27,2025-01-27 17:00:00
OPP-1254,Quadra Finance - Identity & Access Management,ACC-10412,Quadra Finance plc,tom barker,Cybersecurity,Identity & Access Management,closed won,100%,160700,GBP,30/12/2024,2025-06-24,2025-03-08,,Outbound - SDR,2025-03-08,2025-03-08 23:48:15
OPP-1141,Baltica Municipal Services - Salesforce Implementation,ACC-10137,Baltica Municipal Services SAS,Camille Bernard,ERP & Business Apps,,closed lost,0,256000,EUR,2024-12-06,2025-03-11,2025-03-26,,Outbound - SDR,2025-03-26,2025-03-26 17:00:00
OPP-1269,Cygnus Institute - Security Assessment,ACC-10511,CYGNUS INSTITUTE S.A.,Jan Kowalski,cybersecurity,Security Assessment,Closed Won,100,176000,PLN,2024-12-31,2025-07-30,2025-11-01,,Partner Referral,2025-11-01,2025-11-01 17:00:00
OPP-1267,Oakridge Capital - Data Platform Modernisation,ACC-10758,Oakridge Capital S.r.l.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed - Lost,0,645000,EUR,2024-12-30,2025-08-08,2025-01-25,No Budget,Outbound - SDR,2025-01-25,2025-01-25 20:59:11
OPP-1192,Castellan Renewables - Cloud Migration,ACC-10226,Castellan Renewables S.r.l.,"López, Mateo",Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,100500,EUR,2024-12-18,2025-05-03,2025-01-12,No Budget,Referral,2025-01-12,2025-01-12 17:00:00
OPP-1165,Invicta Capital - Data Platform Modernisation,ACC-10636,Invicta Capital Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0%,188500,GBP,2024-12-12,2025-05-20,2025-01-23,Stalled,Partner Referral,2025-01-23,2025-01-23 17:00:00
OPP-1132,Vistula Public Services - Application Support,ACC-10647,Vistula Public Services Ltd,Grace Thompson,ERP & Business Apps,Application Support,closed lost,0,52000,EUR,2024-12-04,2025-06-01,2024-12-24,Budget,Hyperscaler Co-sell,2024-12-24,2024-12-24 17:15:48
OPP-1149,Gallway Assurance - AI & GenAI Solutions,ACC-10505,Gallway Assurance Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0,317400,GBP,2024-12-07,2025-04-11,2025-02-14,Not a Fit,Existing Customer (Upsell),2025-02-14,2025-02-14 17:00:00
OPP-1168,Cygnus Consumer - Analytics & BI,ACC-10451,Cygnus Consumer N.V.,Emma de Vries,Data & AI,Analytics & BI,4 - Negotiation,95,35000,EUR,2024-12-13,2025-03-30,,,Partner,2025-08-09,2025-08-05 12:50:04
OPP-1223,Saxon Stores - Application Support,ACC-10743,Saxon Stores S.A.,Lena Fischer,ERP & Business Apps,,Closed Lost,0,268000,PLN,2024-12-24,2025-04-07,2025-02-18,Not a Fit,Inbound - Website,2025-02-18,2025-02-18 17:00:00
OPP-1237,Invicta Authority - Cloud Migration,ACC-10231,Invicta Authority S.r.l.,"López, Mateo",Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,222500,EUR,2024-12-26,2025-07-25,2025-01-31,Not qualified,Partner Referral,2025-01-31,2025-01-31 17:00:00
OPP-1137,Valora Transport - DevOps & Platform Engineering,ACC-10436,Valora Transport N.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,closed lost,0%,164 500,EUR,2024-12-05,2025-01-19,2025-03-01,No Decision / Stalled,Outbound,2025-03-01,2025-03-01 17:00:00
OPP-1153,Polaris Invest - SAP S/4HANA Implementation,ACC-10426,Polaris Invest AG,"Hoffmann, Julia",ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,201500,EUR,2024-12-09,2025-05-17,2025-01-24,No fit,Website,2025-01-24,2025-01-24 17:00:00
OPP-1169,Delta Capital - Identity & Access Management,ACC-10638,Delta Capital AG,Felix Wagner,Cybersecurity,Identity & Access Management,Closed Won,100,276000,EUR,2024-12-13,2025-03-11,2025-11-23,,Inbound - Website,2025-11-23,2025-11-23 17:00:00
OPP-1238,Zentra Power - Security Assessment,ACC-10697,Zentra Power GmbH,Felix Wagner,Cybersecurity,Security Assessment,closed won,100%,94500,EUR,2024-12-27,2025-05-06,2025-08-05,,Partner Referral,2025-08-05,2025-08-05 17:00:00
OPP-1231,Pionier Automotive - AI & GenAI Solutions,ACC-10194,Pionier Automotive SE,Anna Müller,Data & AI,AI & GenAI Solutions,Closed - Lost,0,152000,EUR,25/12/2024,2025-05-05,2025-03-16,,Hyperscaler Co-sell,2025-03-16,2025-03-16 18:15:58
OPP-1240,Karlsson Foods - Data Platform Modernisation,ACC-10719,KARLSSON FOODS PLC,Ethan Clarke,Data and AI,Data Platform Modernisation,closed lost,0,74200,GBP,2024-12-27,2025-03-22,2025-01-18,,Inbound - Website,2025-01-18,2025-01-18 17:00:00
OPP-1236,Moselle Agency - Salesforce Implementation,ACC-10288,Moselle Agency S.p.A.,Paolo Conti,ERP and Business Applications,Salesforce Implementation,closed lost,0,152500,EUR,2024-12-26,2025-09-18,2025-01-16,No Decision / Stalled,Inbound - Website,2025-01-16,2025-01-16 17:00:00
OPP-1167,Novara Industries - DevOps & Platform Engineering,ACC-10342,Novara Industries S.A.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,154000,PLN,2024-12-12,2025-02-24,2025-02-24,,Hyperscaler Co-sell,2025-02-24,2025-02-24 20:37:51
OPP-1242,Wexford Assurance - Identity & Access Management,ACC-10009,Wexford Assurance GmbH,Felix Wagner,cybersecurity,Identity & Access Management,Closed Won,100,227000,EUR,2024-12-28,2025-05-29,11/06/2025,,Partner Referral,2025-06-11,2025-06-11 17:29:14
OPP-1179,Castellan Invest - Managed SOC,ACC-10072,CASTELLAN INVEST S.R.L.,Isabel Ferreira,cybersecurity,Managed SOC,closed won,100,274000,EUR,2024-12-15,14/07/2025,2025-11-14,,Partner Referral,2025-11-14,2025-11-14 17:00:00
OPP-1145,Meridian Renewables - SAP S/4HANA Implementation,ACC-10140,Meridian Renewables Ltd,Grace Thompson,ERP,SAP S/4HANA Implementation,Lost,0,"£200,500",GBP,2024-12-07,2025-02-17,2025-02-21,No Decision / Stalled,Outbound - SDR,2025-02-21,2025-02-21 17:00:00
OPP-1186,Isola Components - AI & GenAI Solutions,ACC-10668,Isola Components S.r.l.,Marco Rossi,Data&AI,AI & GenAI Solutions,Closed Lost,0,195000,EUR,2024-12-17,2025-06-14,2025-02-08,Stalled,Hyperscaler Co-sell,2025-02-08,2025-02-08 17:00:00
OPP-1216,Oakridge Retail - DevOps & Platform Engineering,ACC-10380,OAKRIDGE RETAIL N.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,133000,EUR,2024-12-22,2025-03-05,2025-03-18,No Decision / Stalled,Inbound - Website,2025-03-18,2025-03-18 17:00:00
OPP-1125,Baltica Power - AI & GenAI Solutions,ACC-10518,Baltica Power S.L.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed - Lost,0,54500,EUR,2024-12-03,2025-07-26,2025-04-07,Not a Fit,Outbound - SDR,2025-04-07,2025-04-07 21:16:03
OPP-1126,Isola Renewables - SAP S/4HANA Implementation,ACC-10643,Isola Renewables A/S,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,2078900,DKK,2024-12-04,2025-03-03,03/01/2025,No Budget,Existing Customer (Upsell),2025-01-03,2025-01-03 23:18:58
OPP-1162,Wexford Bank - AI & GenAI Solutions,ACC-10372,Wexford Bank S.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,123500,EUR,2024-12-11,2025-04-22,2025-01-09,Not qualified,Inbound - Website,2025-01-09,2025-01-09 17:00:00
OPP-1160,Westbrook Power - AI & GenAI Solutions,ACC-10417,Westbrook Power SA,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed Lost,0%,415500,EUR,2024-12-11,2025-03-08,2025-02-21,Not a Fit,Event,2025-02-21,2025-02-21 17:00:00
OPP-1136,Invicta Logistics - Data Platform Modernisation,ACC-10657,Invicta Logistics plc,Niamh Walsh,Data&AI,Data Platform Modernisation,closed lost,0,107300,GBP,05/12/2024,2025-03-28,2025-01-02,No Budget,Hyperscaler Co-sell,2025-01-02,2025-01-02 17:00:00
OPP-1210,Moselle Clinics - Managed SOC,ACC-10724,MOSELLE CLINICS SAS,"Moreau, David",Cybersecurity,Managed SOC,Won,100,266000,EUR,2024-12-21,2025-10-30,2025-07-31,,Outbound - SDR,2025-07-31,2025-07-31 17:00:00
OPP-1191,Invicta Renewables - Cloud Migration,ACC-10630,Invicta Renewables A/S,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,758700,,2024-12-18,2025-04-12,2024-12-24,,Co-sell,2024-12-24,2024-12-24 17:00:00
OPP-1248,Corvina Brands - Cloud Migration,ACC-10475,Corvina Brands AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,123000,EUR,2024-12-29,2025-05-07,2025-01-22,No decision,Website,2025-01-22,2025-01-22 17:00:00
OPP-1196,Gallway Agency - AI & GenAI Solutions,ACC-10003,Gallway Agency SA,Hugo Laurent,Data and AI,AI & GenAI Solutions,Closed Lost,0,150000,EUR,2024-12-18,2025-04-26,2025-02-26,,Partner Referral,2025-02-26,2025-02-26 23:53:22
OPP-1212,Silverline Automotive - Analytics & BI,ACC-10225,Silverline Automotive S.A.,Katarzyna Nowak,Data & AI,Analytics & BI,Lost,0,"PLN 796,000",PLN,2024-12-21,2025-03-23,2025-02-13,Not qualified,Existing Customer,2025-02-13,2025-02-13 17:00:00
OPP-1243,Noord Assurance - Analytics & BI,ACC-10488,Noord Assurance S.A.,Katarzyna Nowak,Data&AI,Analytics & BI,Closed Won,100,77500,EUR,2024-12-28,2025-07-15,,,Existing Customer (Upsell),2025-10-03,2025-10-03 17:58:26
OPP-1118,Lumen Components - Application Support,ACC-10524,Lumen Components S.A.,Lena Fischer,ERP,Application Support,Lost,0,"766,000.00",PLN,2024-12-02,2025-04-20,2025-03-16,Doing in-house,Co-sell,2025-03-16,2025-03-16 17:00:00
OPP-1214,Castellan Medical - Managed Cloud Services,ACC-10572,Castellan Medical Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,1036000,PLN,2024-12-22,2025-04-13,2025-03-25,No Decision / Stalled,Existing Customer (Upsell),2025-03-25,2025-03-25 17:00:00
OPP-1190,Vektor Finance - Identity & Access Management,ACC-10392,Vektor Finance SAS,David Moreau  ,Cybersecurity,Identity & Access Management,Closed Lost,0,193000,EUR,2024-12-18,2025-05-02,2025-02-17,Timing / Postponed,Event / Webinar,2025-02-17,2025-02-17 17:00:00
OPP-1143,Isola Mobility - Security Assessment,ACC-10726,Isola Mobility B.V.,"Andersson, Sara",cybersecurity,Security Assessment,Closed Lost,0,23500,EUR,2024-12-06,2025-03-18,2025-03-08,No Decision / Stalled,Inbound,2025-03-08,2025-03-08 17:00:00
OPP-1135,Solvik Bank - DevOps & Platform Engineering,ACC-10739,Solvik Bank Ltd,Oliver Hughes,Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0,70000,GBP,05/12/2024,2025-04-17,2025-05-24,Not qualified,Outbound,2025-05-24,2025-05-24 17:00:00
OPP-1263,Baltica Brands - SAP S/4HANA Implementation,ACC-10384,Baltica Brands Ltd,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,447400,GBP,2024-12-30,15/04/2025,2025-02-03,Too expensive,SDR,2025-02-03,2025-02-03 17:00:00
OPP-1115,Corvina Logistics - Analytics & BI,ACC-10148,CORVINA LOGISTICS LTD,ethan clarke,Data & AI,Analytics & BI,Closed Lost,0,63400,GBP,01/12/2024,2025-07-03,2025-01-12,No Decision / Stalled,Outbound - SDR,2025-01-12,2025-01-12 17:00:00
OPP-1201,Zephyr Pharma - Data Platform Modernisation,ACC-10700,Zephyr Pharma S.L.,Marco Rossi,Data & AI,Data Platform Modernisation,Lost,0,99500,EUR,2024-12-20,2025-09-23,2025-05-09,No decision,SDR,2025-05-09,2025-05-09 17:00:00
OPP-1230,Zephyr Automotive - Analytics & BI,ACC-10165,Zephyr Automotive Lda,Marco Rossi,Data & AI,Analytics & BI,Closed Lost,0,95500,EUR,2024-12-25,2025-05-21,2025-03-04,Not a Fit,Partner Referral,2025-03-04,2025-03-04 17:00:00
OPP-1213,Oakridge Capital - Managed SOC,ACC-10758,Oakridge Capital S.r.l.,Isabel Ferreira,Cyber,Managed SOC,Lost,0%,458000,EUR,2024-12-22,2025-07-09,2025-03-09,,Partner Referral,2025-03-09,2025-03-09 17:00:00
OPP-1235,Polaris Consumer - Analytics & BI,ACC-10237,Polaris Consumer GmbH,"Müller, Anna",Data and AI,Analytics & BI,closed won,100,153000,EUR,2024-12-26,13/04/2025,2025-03-31,,Partner,2025-03-31,2025-03-31 17:00:00
OPP-1120,Noord Clinics - SAP S/4HANA Implementation,ACC-10062,Noord Clinics S.A.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,4016200,PLN,2024-12-02,2025-04-21,2025-05-30,Price,Hyperscaler Co-sell,2025-05-30,2025-05-30 17:00:00
OPP-1187,Invicta Shipping - Data Platform Modernisation,ACC-10652,INVICTA SHIPPING S.R.O.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,closed won,100,138 000,EUR,2024-12-17,2025-02-07,2025-05-04,,SDR,2025-05-04,2025-05-04 23:49:30
OPP-1238,Zentra Power - Security Assessment,ACC-10697,Zentra Power GmbH,Felix Wagner,Cyber Security,Security Assessment,4 - Negotiation,,94500,EUR,2024-12-27,2025-05-06,,,Partner Referral,2025-08-05,2025-08-01 23:13:39
OPP-1221,Dunmore Municipal Services - Security Assessment,ACC-10733,Dunmore Municipal Services SE,Felix Wagner,Cybersecurity,Security Assessment,Closed Lost,0%,"40,000.00",EUR,2024-12-23,02/05/2025,2025-01-20,Not a Fit,Inbound - Website,2025-01-20,2025-01-20 22:16:33
OPP-1264,Rhein Stores - AI & GenAI Solutions,ACC-10334,Rhein Stores DAC,Niamh Walsh,Data & AI,AI & GenAI Solutions,Closed Lost,0%,33500,EUR,2024-12-30,2025-04-22,2025-10-16,Timing / Postponed,Event / Webinar,2025-10-16,2025-10-16 17:00:00
OPP-1250,Oakridge Invest - DevOps & Platform Engineering,ACC-10399,Oakridge Invest Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,172000,PLN,29/12/2024,2025-09-13,2025-07-31,,Inbound - Website,2025-07-31,2025-07-31 17:00:00
OPP-1229,Olympia Components - AI & GenAI Solutions,ACC-10307,OLYMPIA COMPONENTS SP. Z O.O.,Katarzyna Nowak,Data and AI,AI & GenAI Solutions,Lost,,"462,000.00",PLN,2024-12-25,2025-06-26,2025-03-14,No Decision / Stalled,Hyperscaler Co-sell,2025-03-14,2025-03-14 18:32:27
OPP-1249,Helvetia Renewables - Managed Cloud Services,ACC-10374,Helvetia Renewables S.p.A.,Mateo López,Cloud & Infra,Managed Cloud Services,Closed Lost,0,256500,EUR,2024-12-29,2025-07-31,2025-01-27,Not qualified,Partner Referral,2025-01-27,2025-01-27 19:23:49
OPP-1204,Orion Brands - Cloud Migration,ACC-10407,Orion Brands B.V.,Pieter Janssens,Cloud and Infrastructure,Cloud Migration,closed lost,0,623500,EUR,2024-12-20,2025-04-02,2025-03-17,Scope Reduced / In-house,Event / Webinar,2025-03-17,2025-03-17 17:00:00
OPP-1228,Invicta Municipal Services - Application Support,ACC-10663,Invicta Municipal Services S.p.A.,paolo conti,ERP & Business Apps,Application Support,Lost,0,104000,EUR,2024-12-24,2026-01-22,2025-01-10,,Partner Referral,2025-01-10,2025-01-10 17:00:00
OPP-1271,Fontaine Invest - Security Assessment,ACC-10425,FONTAINE INVEST S.P.A.,isabel ferreira,cybersecurity,Security Assessment,Closed Won,100%,43000,EUR,2024-12-31,2025-09-02,2025-09-20,,Partner Referral,2025-09-20,2025-09-20 23:41:22
OPP-1155,Meridian Biotech - Managed SOC,ACC-10532,Meridian Biotech Ltd,T. Barker,Cybersecurity,Managed SOC,Closed Won,100,"£43,900",GBP,2024-12-09,2025-06-19,2025-06-21,,Event / Webinar,2025-06-21,2025-06-21 17:00:00
OPP-1208,Juniper Precision - Cloud Migration,ACC-10419,Juniper Precision Ltd,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Closed Won,100,72500.00,GBP,2024-12-20,2025-05-04,26/05/2025,,Existing Customer,2025-05-26,2025-05-26 17:00:00
OPP-1170,Riviera Public Services - Managed SOC,ACC-10099,Riviera Public Services S.p.A.,Isabel Ferreira,Cybersecurity,Managed SOC,Closed Lost,0,988000,EUR,2024-12-13,2025-08-19,2024-12-19,No Decision / Stalled,Outbound - SDR,2024-12-19,2024-12-19 17:00:00
OPP-1193,Vektor Shipping - SAP S/4HANA Implementation,ACC-10306,Vektor Shipping SAS,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Negotiation,95,649500,EUR,2024-12-18,2025-05-18,,,Inbound,2025-04-29,2025-04-24 19:17:43
OPP-1224,Baltica Municipal Services - DevOps & Platform Engineering,ACC-10137,Baltica Municipal Services SAS,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0,128500,EUR,2024-12-24,2025-05-24,2025-07-23,No Decision / Stalled,Webinar,2025-07-23,2025-07-23 18:59:22
OPP-1226,Saxon Clinics - Security Assessment,ACC-10499,Saxon Clinics SA,David Moreau,Cybersecurity,Security Assessment,closed lost,0,101500,EUR,2024-12-24,2025-08-13,2025-02-06,,Partner Referral,2025-02-06,2025-02-06 23:34:43
OPP-1253,Karlsson Automotive - DevOps & Platform Engineering,ACC-10619,Karlsson Automotive Lda,mateo lópez,Cloud & Infrastructure,DevOps & Platform Engineering,Won,100%,306000,EUR,2024-12-29,2025-07-04,2025-03-09,,Inbound - Website,2025-03-09,2025-03-09 17:00:00
OPP-1268,Solvik Agency - Managed SOC,ACC-10611,Solvik Agency S.p.A.,"Ferreira, Isabel",Cybersecurity,Managed SOC,Closed Lost,0,"902,500.00",EUR,2024-12-31,2025-06-04,2025-01-29,Not qualified,Event / Webinar,2025-01-29,2025-01-29 22:15:18
OPP-1252,Zephyr Capital - Analytics & BI,ACC-10294,ZEPHYR CAPITAL S.P.A.,Marco Rossi,Data&AI,Analytics & BI,closed won,100,127000,EUR,2024-12-29,2025-07-07,2025-12-04,,Webinar,2025-12-04,2025-12-04 17:00:00
OPP-1220,Karlsson Grid - Data Platform Modernisation,ACC-10491,Karlsson Grid S.p.A.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Won,100%,404 500,EUR,2024-12-23,2025-05-10,2025-08-29,,Event,2025-08-29,2025-08-29 17:00:00
OPP-1215,Alpenkraft Utilities - Application Support,ACC-10161,Alpenkraft Utilities AS,Sven Johansson,ERP & Business Apps,Application Support,Closed Won,100%,1952400,NOK,2024-12-22,2025-05-11,2025-08-24,,Hyperscaler Co-sell,2025-08-24,2025-08-24 17:00:00
