Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-2041,Fjordline Connect - DevOps & Platform Engineering,ACC-10416,Fjordline Connect SAS,chloé martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,209500,EUR,2025-06-02,2025-10-15,2025-09-12,,Existing Customer,2025-09-12,2025-09-12 17:00:00
OPP-2130,Stellaris Energy - Cloud Migration,ACC-10098,Stellaris Energy ApS,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,"3,374,000.00",DKK,2025-06-19,2025-08-21,31/07/2025,Not a Fit,Existing Customer (Upsell),31/07/2025,2025-07-31 17:00:00
OPP-2120,Vektor Components - Cloud Migration,ACC-10756,VEKTOR COMPONENTS SA,chloé martin,Cloud and Infrastructure,,5 - Closed Won,100,184500,EUR,2025-06-17,2025-09-21,2026-05-21,,Outbound - SDR,2026-05-21,2026-05-21 17:00:00
OPP-2083,Vistula Industries - Managed Cloud Services,ACC-10406,Vistula Industries SA,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,closed won,100,196000,EUR,2025-06-09,2025-09-19,,,Hyperscaler Co-sell,2025-10-08,2025-10-08 18:25:05
OPP-2069,Jadeport Invest - Managed SOC,ACC-10720,Jadeport Invest Ltd,Tom Barker,Cybersecurity,Managed SOC,Closed Won,100%,290 800,,2025-06-06,2025-10-06,2025-10-06,,Partner Referral,2025-10-06,2025-10-06 18:52:07
OPP-2125,Helvetia Industries - Cloud Migration,ACC-10376,HELVETIA INDUSTRIES AG,L. Schneider,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,217500,€,2025-06-19,2025-10-02,2025-09-09,Scope Reduced / In-house,Inbound - Website,2025-09-09,2025-09-09 18:06:48
OPP-2095,Lindholm Motorenwerk - Application Support,ACC-10218,Lindholm Motorenwerk N.V.,Lena Fischer,ERP & Business Apps,Application Support,Lost,0,215000,EUR,2025-06-12,2025-09-21,2025-08-19,Not a Fit,Event / Webinar,2025-08-19,2025-08-19 17:00:00
OPP-2144,Danubia Stores - Application Support,ACC-10014,Danubia Stores AB,Sven Johansson,ERP & Apps,Application Support,Closed Lost,0,"SEK 3,184,100",SEK,2025-06-24,2025-08-22,07/07/2025,No Budget,Website,2025-07-07,2025-07-07 17:00:00
OPP-2147,Marisol Bank - Salesforce Implementation,ACC-10515,MARISOL BANK LTD,Grace Thompson,ERP & Business Apps,Salesforce Implementation,closed lost,0,154500,EUR,2025-06-25,2025-10-10,2025-09-12,No Budget,Inbound - Website,2025-09-12,2025-09-12 17:00:00
OPP-2089,Oakridge Networks - SAP S/4HANA Implementation,ACC-10450,Oakridge Networks Ltd,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,119 000,GBP,2025-06-11,2025-09-07,2025-06-19,No Budget,Outbound - SDR,2025-06-19,2025-06-19 21:03:25
OPP-2059,Karlsson Networks - AI & GenAI Solutions,ACC-10442,Karlsson Networks S.L.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Won,100,470500,EUR,2025-06-05,2025-11-23,2025-11-21,,Event / Webinar,2025-11-21,2025-11-21 21:39:09
OPP-2168,Delta Capital - DevOps & Platform Engineering,ACC-10638,Delta Capital AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"€118,000",EUR,2025-06-28,2025-10-11,2025-10-12,Timing / Postponed,Webinar,2025-10-12,2025-10-12 19:14:25
OPP-2051,Polaris Renewables - AI & GenAI Solutions,ACC-10195,Polaris Renewables SE,Anna Müller,Data & AI,AI & GenAI Solutions,Closed Won,100%,14350000,EUR,2025-06-03,2025-10-29,2026-02-06,,Hyperscaler Co-sell,2026-02-06,2026-02-06 22:15:00
OPP-2104,Vistula Finance - Identity & Access Management,ACC-10439,Vistula Finance Ltd,Tom Barker,Cybersecurity,Identity & Access Management,Closed Lost,0%,"36,700.00",GBP,2025-06-14,2025-12-24,2025-08-27,No Decision / Stalled,Partner Referral,2025-08-27,2025-08-27 17:00:00
OPP-2132,Polaris Bank - Identity & Access Management,ACC-10481,Polaris Bank S.r.l.,"Ferreira, Isabel",Cybersecurity,Identity & Access Management,Closed Lost,0,332500,EUR,2025-06-19,2025-12-17,2026-07-16,Timing / Postponed,Hyperscaler Co-sell,2026-07-16,2026-07-16 17:00:00
OPP-2184,Tauern Retail - Managed Cloud Services,ACC-10111,Tauern Retail Lda,Mateo López  ,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,75000,EUR,2025-06-30,2025-09-29,2025-10-13,,Inbound - Website,2025-10-13,2025-10-13 17:00:00
OPP-2140,Zephyr Assurance - Identity & Access Management,ACC-10339,Zephyr Assurance AG,"Wagner, Felix",Cybersecurity,Identity & Access Management,closed lost,0,170500,,2025-06-23,2025-11-13,2025-08-16,No Decision / Stalled,Event,2025-08-16,2025-08-16 17:00:00
OPP-2127,Harbour Finance - Security Assessment,ACC-10243,Harbour Finance plc,Tom Barker,Cyber,Security Assessment,Closed Lost,0%,44700,GBP,2025-06-19,2025-10-11,2025-08-16,Budget,Inbound - Website,2025-08-16,2025-08-16 22:10:12
OPP-2111,Karlsson Automotive - Security Assessment,ACC-10619,Karlsson Automotive Lda,Isabel Ferreira,Cybersecurity,Security Assessment,Closed Lost,0,51500,EUR,2025-06-16,2025-12-24,2025-10-21,No Budget,Hyperscaler Co-sell,2025-10-21,2025-10-21 17:00:00
OPP-2046,Moselle Clinics - AI & GenAI Solutions,ACC-10199,Moselle Clinics SAS,Hugo Laurent,Data & AI,AI & GenAI Solutions,Closed Lost,0%,64500,EUR,2025-06-03,2026-01-09,2025-07-06,No fit,Existing Customer,2025-07-06,2025-07-06 18:58:25
OPP-2079,Corvina Industries - AI & GenAI Solutions,ACC-10544,Corvina Industries N.V.,Emma de Vries,Data & AI,AI & GenAI Solutions,Closed Lost,0,664000,eur,2025-06-09,2025-10-10,2025-08-07,No Decision / Stalled,AWS/Azure Co-sell,2025-08-07,2025-08-07 17:00:00
OPP-2131,Quadra Networks - DevOps & Platform Engineering,ACC-10320,Quadra Networks S.L.,Mateo López,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,85500,EUR,2025-06-19,02/12/2025,2025-08-18,Not a Fit,Hyperscaler Co-sell,2025-08-18,2025-08-18 17:00:00
OPP-2092,Lusitania Health - Application Support,ACC-10433,Lusitania Health SAS,Camille Bernard,ERP & Business Apps,Application Support,Closed Won,100%,67000,EUR,2025-06-12,2025-09-27,2026-02-16,,Upsell,2026-02-16,2026-02-16 21:14:19
OPP-2044,Castellan Grid - AI & GenAI Solutions,ACC-10568,Castellan Grid B.V.,Emma de Vries,Data & AI,AI & GenAI Solutions,Closed Won,100,"€73,000",EUR,2025-06-03,2025-09-29,2025-11-26,,Existing Customer (Upsell),2025-11-26,2025-11-26 17:00:00
OPP-2096,Fontaine Invest - AI & GenAI Solutions,ACC-10425,Fontaine Invest S.p.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0%,317000,EUR,2025-06-13,2025-11-29,2026-04-05,,Outbound - SDR,2026-04-05,2026-04-05 17:00:00
OPP-2177,Noord Assurance - Cloud Migration,ACC-10488,Noord Assurance S.A.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,Lost,0,2024900,PLN,2025-06-30,2025-10-24,2025-10-13,No Decision / Stalled,Existing Customer (Upsell),2025-10-13,2025-10-13 17:00:00
OPP-2098,Alpenkraft Bank - Data Platform Modernisation,ACC-10536,Alpenkraft Bank Ltd,E. Clarke,Data & AI,Data Platform Modernisation,Closed Lost,0,429700,GBP,2025-06-13,2025-11-19,2026-01-10,In-house,Hyperscaler Co-sell,2026-01-10,2026-01-10 17:00:00
OPP-2094,Kronberg Health - Analytics & BI,ACC-10428,Kronberg Health GmbH,Anna Müller,Data & AI,Analytics & BI,closed lost,0%,80000,EUR,2025-06-12,2025-11-01,2026-03-18,Price,Hyperscaler Co-sell,2026-03-18,2026-03-18 22:40:05
OPP-2172,Estrella Consumer - SAP S/4HANA Implementation,ACC-10458,Estrella Consumer SA,"Bernard, Camille",ERP and Business Applications,SAP S/4HANA Implementation,Won,100%,495500,EUR,2025-06-29,2025-12-04,2025-10-24,,Upsell,2025-10-24,2025-10-24 22:39:26
OPP-2154,Isola Components - Identity & Access Management,ACC-10668,Isola Components S.r.l.,"Ferreira, Isabel",Cyber Security,Identity & Access Management,Closed - Lost,0,554500,EUR,2025-06-25,2025-12-08,2025-09-27,,Inbound,2025-09-27,2025-09-27 17:00:00
OPP-2048,Oakridge Invest - Security Assessment,ACC-10399,Oakridge Invest Sp. z o.o.,Jan Kowalski,Cyber Security,Security Assessment,Closed Won,100%,58200,PLN,2025-06-03,2025-10-02,2025-09-19,,Partner Referral,2025-09-19,2025-09-19 17:00:00
OPP-2152,Fjordline Brands - Analytics & BI,ACC-10402,Fjordline Brands AB,Mikael Lindqvist,Data & AI,Analytics & BI,closed won,100%,1724700.00,SEK,2025-06-25,2025-09-08,2025-11-03,,Inbound - Website,2025-11-03,2025-11-03 17:00:00
OPP-990003,TEST - please ignore,ACC-00000,ACME Test Account,CRM Admin,CLOUD,Cloud Migration,Lost,0,1,GBP,2025-06-01,2025-09-09,2025-10-09,Price,Existing Customer (Upsell),2025-10-09,2025-10-09 17:00:00
OPP-2122,Cygnus Utilities - Data Platform Modernisation,ACC-10382,Cygnus Utilities Oyj,Mikael Lindqvist,Data & AI,Data Platform Modernisation,Closed Lost,0,410500,EUR,2025-06-18,2025-10-25,23/08/2025,Not qualified,Existing Customer (Upsell),2025-08-23,2025-08-23 17:00:00
OPP-2075,Corvina Automotive - AI & GenAI Solutions,ACC-10589,Corvina Automotive Ltd,Ethan Clarke,Data&AI,AI & GenAI Solutions,Closed - Lost,0,"£170,400",GBP,2025-06-08,2025-10-09,19/07/2025,Not a Fit,Referral,2025-07-19,2025-07-19 17:00:00
OPP-2176,Cygnus Institute - SAP S/4HANA Implementation,ACC-10511,Cygnus Institute S.A.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Lost,0,"1,707,800.00",PLN,2025-06-29,2025-12-04,2025-09-11,No Decision / Stalled,Inbound - Website,2025-09-11,2025-09-11 18:28:00
OPP-2077,Granite Power - Managed Cloud Services,ACC-10564,Granite Power N.V.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,396500,EUR,2025-06-08,2025-09-22,2025-09-04,Price,Inbound,2025-09-04,2025-09-04 17:00:00
OPP-2126,Hansa Energy - Security Assessment,ACC-19009,Hansa Energy AG,"Wagner, Felix",Cybersecurity,Security Assessment,Lost,0,32700,CHF,2025-06-19,2025-07-19,03/07/2025,No Budget,Outbound - SDR,2025-07-03,2025-07-03 17:00:00
OPP-2096,Fontaine Invest - AI & GenAI Solutions,ACC-10425,Fontaine Invest S.p.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0%,317000,EUR,2025-06-13,2025-11-29,2026-04-05,,Outbound - SDR,2026-04-05,2026-04-05 17:00:00
OPP-2053,Polaris Precision - Salesforce Implementation,ACC-10702,Polaris Precision S.p.A.,Paolo Conti,ERP & Business Apps,Salesforce Implementation,closed lost,0%,"80,500.00",EUR,2025-06-04,2025-09-02,2025-06-21,,Existing Customer (Upsell),2025-06-21,2025-06-21 20:27:32
OPP-2036,Quadra Medical - SAP S/4HANA Implementation,ACC-10167,Quadra Medical GmbH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Won,100,735500,EUR,2025-06-02,2025-10-09,2025-10-28,,Website,2025-10-28,2025-10-28 17:00:00
OPP-2054,Hansa Bank - Security Assessment,ACC-10555,Hansa Bank SA,David Moreau,Cybersecurity,Security Assessment,closed lost,0%,30500,EUR,2025-06-04,2025-12-18,2025-09-03,No Decision / Stalled,Partner,2025-09-03,2025-09-03 17:00:00
OPP-2128,Harbour Capital - Data Platform Modernisation,ACC-10323,Harbour Capital SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Lost,0%,"€294,000",EUR,2025-06-19,02/02/2026,2025-07-06,No Decision / Stalled,SDR,2025-07-06,2025-07-06 17:00:00
OPP-2160,Riviera Grid - DevOps & Platform Engineering,ACC-10287,Riviera Grid AS,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,5 - Closed Won,100%,831300,NOK,2025-06-27,2025-10-07,2025-09-03,,Event / Webinar,2025-09-03,2025-09-03 17:00:00
OPP-2179,Castellan Institute - DevOps & Platform Engineering,ACC-10178,Castellan Institute Oy,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0%,135000,EUR,2025-06-30,2025-09-01,2025-08-03,No Decision / Stalled,Partner Referral,2025-08-03,2025-08-03 23:31:21
OPP-2113,Lumen Invest - Data Platform Modernisation,ACC-10549,Lumen Invest B.V.,Emma de Vries,Data & AI,Data Platform Modernisation,Closed Won,100,325000,EUR,2025-06-16,2025-07-28,2026-01-12,,Website,2026-01-12,2026-01-12 18:32:15
OPP-2057,Granite Clinics - Security Assessment,ACC-10704,Granite Clinics SE,Felix Wagner,Cybersecurity,Security Assessment,5 - Closed Won,100,75500,EUR,2025-06-04,2025-10-05,2025-12-04,,Event / Webinar,2025-12-04,2025-12-04 17:00:00
OPP-2091,Lindholm Public Services - Analytics & BI,ACC-10644,Lindholm Public Services DAC,Ethan Clarke,Data & AI,Analytics & BI,closed lost,0%,23500,EUR,2025-06-12,2025-12-27,2025-09-21,No Budget,Partner,2025-09-21,2025-09-21 17:00:00
OPP-2049,Atlas Power - Cloud Migration,ACC-10455,Atlas Power AB,Freja Nielsen,Cloud & Infra,Cloud Migration,closed won,100,1251700,SEK,2025-06-03,2025-09-09,2025-07-30,,Existing Customer (Upsell),2025-07-30,2025-07-30 17:00:00
OPP-2127,Harbour Finance - Security Assessment,ACC-10243,Harbour Finance plc,Tom Barker,Cybersecurity,Security Assessment,discovery,20,44700,GBP,2025-06-19,2025-10-11,,,Inbound - Website,2025-08-16,2025-08-12 17:06:08
OPP-2100,Danubia Finance - Security Assessment,ACC-10263,Danubia Finance Lda,Isabel Ferreira,Cybersecurity,Security Assessment,Closed Lost,0,18500,EUR,2025-06-13,2026-01-04,2025-09-21,Not qualified,Partner Referral,2025-09-21,2025-09-21 17:00:00
OPP-2119,Lumen Components - Managed Cloud Services,ACC-10524,Lumen Components S.A.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,2 337 900,PLN,2025-06-17,2025-09-10,2025-09-13,Price,Existing Customer (Upsell),2025-09-13,2025-09-13 21:15:31
OPP-2116,Juniper Biotech - Data Platform Modernisation,ACC-10470,Juniper Biotech S.A.,Emma de Vries,Data & AI,Data Platform Modernisation,Closed Won,100,150500,EUR,2025-06-17,2025-10-14,2025-12-07,,Event / Webinar,2025-12-07,2025-12-07 17:00:00
OPP-2139,Lindholm Precision - Cloud Migration,ACC-10091,Lindholm Precision GmbH,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Won,100%,146000,EUR,2025-06-22,2025-10-27,2025-11-09,,Partner Referral,2025-11-09,2025-11-09 17:00:00
OPP-2159,Falkner Precision - Data Platform Modernisation,ACC-10493,Falkner Precision S.L.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Lost,0,114000,EUR,2025-06-26,2025-12-03,2025-09-05,Not a Fit,Webinar,2025-09-05,2025-09-05 17:00:00
OPP-2055,Ysolde Brands - AI & GenAI Solutions,ACC-10673,Ysolde Brands Lda,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,318500,EUR,2025-06-04,2025-11-07,2025-08-10,No Decision / Stalled,Event / Webinar,2025-08-10,2025-08-10 17:00:00
OPP-2066,Helvetia Municipal Services - DevOps & Platform Engineering,ACC-10543,Helvetia Municipal Services Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,DevOps & Platform Engineering,closed won,100%,457600.00,PLN,2025-06-06,2026-02-23,2025-12-13,,Event / Webinar,2025-12-13,2025-12-13 17:00:00
OPP-2163,Lindholm Bank - Identity & Access Management,ACC-10482,LINDHOLM BANK AB,Sara Andersson,Cybersecurity,Identity & Access Management,Closed Lost,0,2878400,SEK,2025-06-27,2025-10-13,2025-12-03,Timing / Postponed,Existing Customer,2025-12-03,2025-12-03 17:00:00
OPP-2067,Gallway Retail - Data Platform Modernisation,ACC-10280,Gallway Retail SAS,Hugo Laurent,Data & AI,Data Platform Modernisation,Closed Lost,0,729500,€,2025-06-06,2025-10-08,2025-06-18,no budget,Inbound - Website,2025-06-18,2025-06-18 20:06:30
OPP-2121,Orion Industries - Managed SOC,ACC-10253,Orion Industries S.L.,Isabel Ferreira,Cyber Security,Managed SOC,Closed Lost,0,397000,EUR,2025-06-17,2026-01-07,2025-08-06,,Outbound,2025-08-06,2025-08-06 17:00:00
OPP-2117,Wexford Clinics - Salesforce Implementation,ACC-10582,Wexford Clinics SE,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,Closed Won,100,382500,EUR,2025-06-17,2025-12-26,2025-09-30,,Outbound - SDR,2025-09-30,2025-09-30 17:00:00
OPP-2043,Rhein Automotive - Cloud Migration,ACC-10196,Rhein Automotive S.r.l.,Mateo López,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0%,170000,EUR,2025-06-03,2025-11-10,2025-08-29,No fit,Inbound - Website,2025-08-29,2025-08-29 17:00:00
OPP-2032,Valora Precision - Cloud Migration,ACC-10357,Valora Precision plc,oliver hughes,Cloud & Infrastructure,Cloud Migration,closed lost,0,136300.00,GBP,2025-06-01,2025-09-18,2025-07-05,No Decision / Stalled,Existing Customer (Upsell),2025-07-05,2025-07-05 17:00:00
OPP-2143,Meridian Renewables - Identity & Access Management,ACC-10140,Meridian Renewables Ltd,tom barker,Cybersecurity,Identity & Access Management,Closed Lost,0%,180600,,2025-06-24,2025-10-15,2025-08-17,Price,Webinar,2025-08-17,2025-08-17 17:00:00
OPP-2114,Castellan Power - Analytics & BI,ACC-10254,Castellan Power SA,Anna Müller,Data & AI,Analytics & BI,Closed Lost,0%,57800,CHF,2025-06-16,2025-10-01,2025-10-24,Price,Partner Referral,2025-10-24,2025-10-24 17:00:00
