Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-1276,Rhein Finance - SAP S/4HANA Implementation,ACC-10692,Rhein Finance S.L.,Paolo Conti,ERP & Business Apps,,Closed - Lost,0,878000,EUR,2025-01-02,2025-07-10,2025-01-25,Not a Fit,Partner Referral,2025-01-25,2025-01-25 17:00:00
OPP-1322,Riviera Shipping - DevOps & Platform Engineering,ACC-10228,Riviera Shipping GmbH,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Lost,0%,199000,EUR,2025-01-09,2025-07-27,2025-02-21,No decision,Outbound - SDR,2025-02-21,2025-02-21 17:00:00
OPP-1407,Jadeport Industries - AI & GenAI Solutions,ACC-10635,Jadeport Industries SA,Hugo Laurent,Data and AI,AI & GenAI Solutions,Closed Lost,0,"€194,500",EUR,2025-01-28,2025-07-19,2025-02-24,Not a Fit,SDR,2025-02-24,2025-02-24 17:00:00
OPP-1415,Kronberg Stores - Analytics & BI,ACC-10114,Kronberg Stores S.p.A.,Marco Rossi,DATA & AI,Analytics & BI,Closed Lost,0,"€125,500",EUR,2025-01-30,2025-06-23,2025-03-01,No decision,Webinar,2025-03-01,2025-03-01 17:00:00
OPP-1357,Riviera Brands - Data Platform Modernisation,ACC-10431,Riviera Brands N.V.,Emma de Vries,DATA & AI,Data Platform Modernisation,Closed Lost,0,151500,EUR,2025-01-18,2025-04-29,2025-01-20,No decision,Outbound - SDR,2025-01-20,2025-01-20 20:57:27
OPP-1422,Helvetia Renewables - Managed Cloud Services,ACC-10374,Helvetia Renewables S.p.A.,Mateo López,Cloud and Infrastructure,Managed Cloud Services,Closed Won,100,867000,EUR,2025-01-31,2025-07-13,2025-10-07,,Partner,2025-10-07,2025-10-07 17:00:00
OPP-1291,Jadeport Industries - DevOps & Platform Engineering,ACC-10635,Jadeport Industries SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,140500,EUR,2025-01-04,2025-04-26,2025-08-20,,AWS/Azure Co-sell,2025-08-20,2025-08-20 22:23:49
OPP-1405,Invicta Institute - Data Platform Modernisation,ACC-10338,Invicta Institute plc,Ethan Clarke  ,Data & AI,Data Platform Modernisation,Closed Lost,0%,215400,GBP,2025-01-28,2025-06-17,2025-04-17,,Outbound - SDR,2025-04-17,2025-04-17 17:52:25
OPP-1398,Orion Health - Managed Cloud Services,ACC-10244,Orion Health s.r.o.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,16749500,CZK,2025-01-27,2025-04-28,2025-07-23,Not a Fit,Inbound - Website,2025-07-23,2025-07-23 17:00:00
OPP-1324,Castellan Medical - Managed SOC,ACC-10755,Castellan Medical Sp. z o.o.,Jan Kowalski,Cybersecurity,Managed SOC,Closed Won,100,2116600,PLN,2025-01-10,2025-05-16,2025-11-18,,Existing Customer (Upsell),2025-11-18,2025-11-18 17:00:00
OPP-1312,Atlas Power - SAP S/4HANA Implementation,ACC-10455,Atlas Power AB,Sven Johansson  ,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,6587300,SEK,07/01/2025,2025-06-02,,,Outbound - SDR,2025-04-17,2025-04-17 17:00:00
OPP-1381,Gallway Retail - Salesforce Implementation,ACC-10280,Gallway Retail SAS,Camille Bernard,ERP and Business Applications,Salesforce Implementation,Lost,0,"405,500.00",EUR,2025-01-24,04/06/2025,2025-02-05,No Budget,Existing Customer (Upsell),2025-02-05,2025-02-05 17:00:00
OPP-1343,Ysolde Agency - Analytics & BI,ACC-10578,Ysolde Agency S.A.,"Rossi, Marco",Data & AI,Analytics & BI,closed lost,0,49 000,EUR,2025-01-14,2025-10-12,2025-03-20,No Budget,Hyperscaler Co-sell,2025-03-20,2025-03-20 17:00:00
OPP-1282,Stellaris Assurance - Analytics & BI,ACC-10601,Stellaris Assurance Ltd,Niamh Walsh,Data&AI,Analytics & BI,Closed - Lost,0,116900,GBP,2025-01-03,2025-04-22,2025-02-19,No Budget,Outbound - SDR,2025-02-19,2025-02-19 17:00:00
OPP-1413,Brightwater Logistics - Data Platform Modernisation,ACC-10279,BRIGHTWATER LOGISTICS S.L.,Marco Rossi,Data & AI,Data Platform Modernisation,Contracting,95%,"€681,500",EUR,2025-01-30,2025-05-25,,,Event / Webinar,2026-03-06,2026-03-06 17:00:00
OPP-1317,Fontaine Precision - SAP S/4HANA Implementation,ACC-10005,Fontaine Precision Oyj,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,541500,EUR,2025-01-08,2025-05-17,2025-02-07,No Budget,Upsell,2025-02-07,2025-02-07 17:00:00
OPP-1318,Atlas Power - Managed SOC,ACC-10455,Atlas Power AB,Sara Andersson,Cybersecurity,Managed SOC,Closed Lost,0,2993200,SEK,2025-01-08,2025-05-09,2025-01-16,No Decision / Stalled,SDR,2025-01-16,2025-01-16 17:00:00
OPP-1285,Tamsin Finance - Analytics & BI,ACC-10224,Tamsin Finance Ltd,Ethan Clarke,Data & AI,Analytics & BI,Won,100,31 500,EUR,2025-01-03,2025-05-18,2025-11-12,,Event / Webinar,2025-11-12,2025-11-12 17:00:00
OPP-1308,Corvina Industries - AI & GenAI Solutions,ACC-10544,Corvina Industries N.V.,emma de vries,Data and AI,AI & GenAI Solutions,Closed - Lost,0,1319500,EUR,2025-01-07,2025-03-15,2025-01-28,No Budget,Existing Customer,2025-01-28,2025-01-28 17:00:00
OPP-1417,Estrella Finance - Analytics & BI,ACC-10056,ESTRELLA FINANCE S.A.,Katarzyna Nowak,Data & AI,Analytics & BI,closed lost,0,228600,PLN,2025-01-31,2025-05-03,2025-02-04,No Decision / Stalled,Upsell,2025-02-04,2025-02-04 17:00:00
OPP-1340,Baltica Agency - Managed SOC,ACC-10571,Baltica Agency B.V.,Sara Andersson,Cybersecurity,Managed SOC,5 - Closed Won,100%,342500,EUR,2025-01-13,2025-05-15,2025-07-31,,Inbound - Website,2025-07-31,2025-07-31 17:00:00
OPP-1313,Falkner Assurance - SAP S/4HANA Implementation,ACC-10464,Falkner Assurance SE,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0,441500,€,2025-01-07,2025-04-04,2025-04-28,Price,Partner Referral,2025-04-28,2025-04-28 17:00:00
OPP-1403,Ysolde Mobility - Security Assessment,ACC-10208,Ysolde Mobility SE,felix wagner,Cybersecurity,Security Assessment,Closed - Lost,0,41500,EUR,2025-01-28,2025-04-14,2025-11-27,Price,Partner Referral,2025-11-27,2025-11-27 17:00:00
OPP-1280,Moselle Finance - Analytics & BI,ACC-10328,Moselle Finance N.V.,"de Vries, Emma",Data & AI,Analytics & BI,Closed Lost,0%,29500,EUR,2025-01-03,2025-05-15,2025-06-07,Price,Event / Webinar,2025-06-07,2025-06-07 17:00:00
OPP-1383,Riviera Grid - Cloud Migration,ACC-10287,Riviera Grid AS,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,closed won,100,4976200,,2025-01-24,2025-04-06,2025-05-03,,Outbound,2025-05-03,2025-05-03 23:37:41
OPP-1327,Tauern Consumer - Identity & Access Management,ACC-10613,Tauern Consumer S.r.l.,Isabel Ferreira,cybersecurity,Identity & Access Management,Closed Lost,0,"215,500.00",EUR,2025-01-10,2025-04-28,2025-02-11,,Partner Referral,2025-02-11,2025-02-11 17:00:00
OPP-1288,Rhein Stores - AI & GenAI Solutions,ACC-10334,RHEIN STORES DAC,Niamh Walsh,Data & AI,AI & GenAI Solutions,5 - Closed Won,100,110000,EUR,2025-01-03,2025-04-21,2025-05-09,,Inbound - Website,2025-05-09,2025-05-09 22:32:00
OPP-1393,Solvik Municipal Services - DevOps & Platform Engineering,ACC-10620,Solvik Municipal Services AG,"Schneider, Lukas",Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,71500,EUR,2025-01-26,2025-08-17,2025-02-15,No Budget,Hyperscaler Co-sell,2025-02-15,2025-02-15 17:00:00
OPP-1332,Brightwater Foods - AI & GenAI Solutions,ACC-10631,BRIGHTWATER FOODS LTD,"Walsh, Niamh",Data & AI,AI & GenAI Solutions,closed lost,0%,48400,GBP,2025-01-12,2025-03-20,2025-02-24,No Decision / Stalled,Partner Referral,2025-02-24,2025-02-24 20:34:56
OPP-1421,Noord Precision - Cloud Migration,ACC-10293,Noord Precision SA,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,90300,CHF,2025-01-31,2025-05-06,2025-03-18,Not a Fit,Co-sell,2025-03-18,2025-03-18 17:00:00
OPP-1374,Vektor Health - Data Platform Modernisation,ACC-10297,VEKTOR HEALTH GMBH,Anna Müller,Data & AI,,Won,100%,232000.00,EUR,2025-01-23,2025-06-19,2025-04-20,,Event / Webinar,2025-04-20,2025-04-20 20:16:03
OPP-1338,Falkner Retail - Identity & Access Management,ACC-10043,Falkner Retail SE,felix wagner,Cyber Security,Identity & Access Management,Closed Won,100,19000.00,EUR,2025-01-13,2025-05-05,2025-04-21,,Hyperscaler Co-sell,2025-04-21,2025-04-21 17:00:00
OPP-1345,Kestrel Medical - SAP S/4HANA Implementation,ACC-10210,Kestrel Medical SA,lena fischer,ERP,SAP S/4HANA Implementation,closed won,100,152000,eur,2025-01-15,2025-05-30,2025-09-14,,Inbound - Website,2025-09-14,2025-09-14 18:37:05
OPP-1286,Helvetia Municipal Services - Security Assessment,ACC-10543,Helvetia Municipal Services Sp. z o.o.,Jan Kowalski,Cyber,Security Assessment,Closed Lost,0%,266100,PLN,2025-01-03,2025-02-09,29/03/2025,No Decision / Stalled,Partner,2025-03-29,2025-03-29 17:00:00
OPP-1344,Vistula Industries - Salesforce Implementation,ACC-10406,Vistula Industries SA,Camille Bernard  ,ERP and Business Applications,Salesforce Implementation,closed won,100,173000,EUR,2025-01-15,2025-07-05,2025-07-13,,SDR,2025-07-13,2025-07-13 17:00:00
OPP-1328,Silverline Automotive - Data Platform Modernisation,ACC-10225,Silverline Automotive S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,5 - Closed Won,100,"1,939,200.00",pln,2025-01-11,2025-06-15,2025-07-16,,Existing Customer (Upsell),2025-07-16,2025-07-16 17:00:00
OPP-1371,Lumen Precision - Managed Cloud Services,ACC-10044,Lumen Precision S.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,159000,EUR,2025-01-22,2025-07-02,2025-04-17,Not a Fit,SDR,2025-04-17,2025-04-17 17:00:00
OPP-1311,Bergmann Brands - AI & GenAI Solutions,ACC-10060,Bergmann Brands AB,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Lost,0%,1679200,sek,2025-01-07,2025-04-27,2025-02-10,Not qualified,Outbound - SDR,2025-02-10,2025-02-10 17:00:00
OPP-1352,Estrella Grid - Analytics & BI,ACC-10127,Estrella Grid S.r.l.,Marco Rossi,Data & AI,Analytics & BI,closed lost,0,78500,EUR,2025-01-17,2025-05-14,2025-04-05,No Budget,Inbound,2025-04-05,2025-04-05 17:00:00
OPP-1320,Kestrel Connect - Managed SOC,ACC-10411,KESTREL CONNECT S.A.,Isabel Ferreira,Cybersecurity,Managed SOC,Lost,0%,261000,EUR,2025-01-09,2025-05-14,2025-03-15,No decision,Event / Webinar,2025-03-15,2025-03-15 17:00:00
OPP-1359,Solvik Consumer - Security Assessment,ACC-10633,Solvik Consumer SAS,David Moreau,Cyber Security,Security Assessment,Closed Lost,0,51000,EUR,2025-01-19,2025-05-09,2025-03-28,Timing / Postponed,Partner Referral,2025-03-28,2025-03-28 17:00:00
OPP-1336,Riviera Brands - SAP S/4HANA Implementation,ACC-10431,Riviera Brands N.V.,Lena Fischer,ERP,SAP S/4HANA Implementation,Closed Lost,0%,458500,EUR,2025-01-12,2025-05-06,2025-02-26,No Decision / Stalled,Partner Referral,2025-02-26,2025-02-26 17:00:00
OPP-1382,Falkner Bank - Data Platform Modernisation,ACC-10472,Falkner Bank B.V.,Emma de Vries,Data & AI,Data Platform Modernisation,5 - Closed Won,100,"244,500.00",EUR,2025-01-24,2025-05-05,2025-06-14,,Inbound - Website,2025-06-14,2025-06-14 22:55:33
OPP-1298,Estrella Precision - DevOps & Platform Engineering,ACC-10507,Estrella Precision SAS,chloé martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,88500,EUR,2025-01-05,2025-04-29,2025-01-13,Not a Fit,Existing Customer,2025-01-13,2025-01-13 17:00:00
OPP-1331,Zephyr Transport - Salesforce Implementation,ACC-10301,ZEPHYR TRANSPORT LTD,grace thompson,ERP,Salesforce Implementation,Closed Lost,0,121500,EUR,2025-01-11,2025-03-15,2025-03-06,Postponed,Inbound - Website,2025-03-06,2025-03-06 17:00:00
OPP-1385,Granite Power - Application Support,ACC-10564,GRANITE POWER N.V.,Lena Fischer,ERP and Business Applications,Application Support,Closed Lost,0,63500,EUR,2025-01-24,2025-05-04,2025-04-15,In-house,SDR,2025-04-15,2025-04-15 17:00:00
OPP-1294,Alpenkraft Finance - Cloud Migration,ACC-10738,Alpenkraft Finance SA,Chloé Martin,Cloud and Infrastructure,,Lost,0%,373500,EUR,2025-01-04,2025-05-07,2025-01-22,No fit,Event / Webinar,2025-01-22,2025-01-22 20:03:23
OPP-1319,Ysolde Renewables - Analytics & BI,ACC-10102,Ysolde Renewables Oyj,Mikael Lindqvist,Data & AI,Analytics & BI,Closed Won,100%,231500,eur,2025-01-09,2025-06-27,2025-07-08,,Existing Customer (Upsell),2025-07-08,2025-07-08 17:00:00
OPP-1420,Saxon Agency - AI & GenAI Solutions,ACC-10573,Saxon Agency plc,Ethan Clarke,DATA & AI,AI & GenAI Solutions,Closed Lost,,172400,GBP,2025-01-31,2025-10-09,2025-10-31,No Decision / Stalled,Inbound,2025-10-31,2025-10-31 21:27:11
OPP-1293,Granite Assurance - AI & GenAI Solutions,ACC-10270,Granite Assurance Ltd,Niamh Walsh,Data&AI,AI & GenAI Solutions,Closed Lost,0%,114800,GBP,2025-01-04,2025-03-26,2025-01-18,No Budget,Partner Referral,2025-01-18,2025-01-18 17:00:00
OPP-1315,Meridian Grid - SAP S/4HANA Implementation,ACC-10558,Meridian Grid AB,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,8519900,SEK,2025-01-08,2025-06-22,2025-09-03,,Upsell,2025-09-03,2025-09-03 17:00:00
OPP-1398,Orion Health - Managed Cloud Services,ACC-10244,Orion Health s.r.o.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Solution Design,50,16749500,CZK,2025-01-27,2025-04-28,,,Inbound - Website,2025-07-23,2025-07-18 16:15:49
OPP-1369,Delta Authority - Identity & Access Management,ACC-10680,Delta Authority plc,Tom Barker,Cybersecurity,Identity & Access Management,Closed Won,100%,202800,GBP,2025-01-21,2025-06-08,2025-08-25,,Partner,25/08/2025,2025-08-25 19:13:54
OPP-1347,Castellan Precision - Security Assessment,ACC-10186,Castellan Precision Sp. z o.o.,jan kowalski,Cybersecurity,Security Assessment,Won,100%,138000,PLN,2025-01-15,2025-07-22,2025-07-30,,Existing Customer (Upsell),2025-07-30,2025-07-30 17:00:00
OPP-1303,Novara Bank - SAP S/4HANA Implementation,ACC-10632,Novara Bank AB,Sven Johansson,ERP & Business Apps,SAP S/4HANA Implementation,Won,100,318000,EUR,2025-01-06,2025-06-06,2025-05-03,,Event / Webinar,2025-05-03,2025-05-03 17:00:00
OPP-1349,Riviera Components - Cloud Migration,ACC-10315,RIVIERA COMPONENTS SE,Lukas Schneider,Cloud & Infra,Cloud Migration,Closed Won,100%,139500,EUR,2025-01-16,2025-03-23,2025-04-20,,Existing Customer (Upsell),2025-04-20,2025-04-20 22:21:43
OPP-1362,Solvik Bank - Security Assessment,ACC-10260,SOLVIK BANK LTD,Tom Barker,cybersecurity,Security Assessment,Closed Won,100,"44,700.00",GBP,2025-01-19,2025-05-24,2025-09-29,,Hyperscaler Co-sell,2025-09-29,2025-09-29 21:13:42
