Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-605,Juniper Industries - AI & GenAI Solutions,ACC-10557,Juniper Industries Sp. z o.o.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,5 - Closed Won,100,834000,PLN,2024-08-07,2024-12-11,2025-03-04,,Outbound,04/03/2025,2025-03-04 17:00:00
OPP-497,Orion Motorenwerk - AI & GenAI Solutions,ACC-10596,Orion Motorenwerk SE,Anna Müller,Data & AI,AI & GenAI Solutions,Closed Won,100,464 500,EUR,2024-07-15,2024-11-20,2025-08-02,,Outbound,2025-08-02,2025-08-02 21:32:50
OPP-173,Ysolde Health - DevOps & Platform Engineering,ACC-10747,Ysolde Health B.V.,Pieter Janssens,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Won,100,51000,EUR,2024-05-08,2024-11-08,2024-09-03,,Webinar,2024-09-03,2024-09-03 17:00:00
OPP-668,Hansa Municipal Services - Salesforce Implementation,ACC-10049,Hansa Municipal Services S.L.,Paolo Conti,ERP,Salesforce Implementation,Lost,0,660500,EUR,2024-08-21,2025-07-01,2025-09-19,No Decision / Stalled,SDR,2025-09-19,2025-09-19 17:00:00
OPP-926,Kronberg Logistics - Salesforce Implementation,ACC-10651,Kronberg Logistics Ltd,grace thompson,ERP & Business Apps,Salesforce Implementation,5 - Closed Won,100,466400,GBP,2024-10-17,2025-02-04,2025-03-02,,Outbound - SDR,2025-03-02,2025-03-02 17:00:00
OPP-554,Aurora Institute - Analytics & BI,ACC-10064,AURORA INSTITUTE SE,Anna Müller,Data & AI,,Won,100,"€30,500",EUR,2024-07-25,2025-03-13,2025-02-06,,Hyperscaler Co-sell,2025-02-06,2025-02-06 17:00:00
OPP-627,Delta Medical - DevOps & Platform Engineering,ACC-10016,Delta Medical Ltd,Oliver Hughes,CLOUD,DevOps & Platform Engineering,closed lost,0,20000,GBP,2024-08-12,2025-01-22,2024-12-12,Postponed,Outbound - SDR,2024-12-12,2024-12-12 17:00:00
OPP-352,Lusitania Renewables - SAP S/4HANA Implementation,ACC-10155,Lusitania Renewables SA,Lena Fischer,ERP,SAP S/4HANA Implementation,Closed Won,100,864600,CHF,2024-06-15,2024-10-06,2024-09-10,,Event / Webinar,2024-09-10,2024-09-10 23:26:57
OPP-213,Kronberg Stores - Security Assessment,ACC-10114,Kronberg Stores S.p.A.,Isabel Ferreira,Cyber Security,Security Assessment,closed lost,0,110000,EUR,2024-05-17,2024-10-10,2024-09-12,No Budget,AWS/Azure Co-sell,2024-09-12,2024-09-12 17:00:00
OPP-728,Baltica Power - SAP S/4HANA Implementation,ACC-10518,Baltica Power S.L.,"Conti, Paolo",ERP,SAP S/4HANA Implementation,Lost,0,387500,EUR,2024-09-03,2024-12-29,2024-10-08,Not a Fit,Event / Webinar,2024-10-08,2024-10-08 17:03:09
OPP-471,Meridian Authority - Managed SOC,ACC-10360,MERIDIAN AUTHORITY AG,Felix Wagner,cybersecurity,Managed SOC,Closed Lost,0,177500,EUR,2024-07-11,2024-12-08,2024-09-22,No Budget,Event / Webinar,2024-09-22,2024-09-22 17:00:00
OPP-744,Ysolde Renewables - Analytics & BI,ACC-10102,Ysolde Renewables Oyj,Mikael Lindqvist,Data & AI,Analytics & BI,closed lost,0,529000,EUR,2024-09-08,2024-12-27,2024-09-10,No Decision / Stalled,Partner,2024-09-10,2024-09-10 17:00:00
OPP-19,Jadeport Finance - Managed SOC,ACC-10414,Jadeport Finance Ltd,Tom Barker,Cyber,Managed SOC,Closed Lost,0%,167 800,GBP,2024-04-05,2024-07-22,2024-09-13,Price,Webinar,2024-09-13,2024-09-13 22:31:02
OPP-534,Estrella Finance - DevOps & Platform Engineering,ACC-10056,Estrella Finance S.A.,T. Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,412700,PLN,2024-07-21,2025-01-19,2025-01-30,,Event / Webinar,2025-01-30,2025-01-30 20:14:37
OPP-838,Corvina Bank - SAP S/4HANA Implementation,ACC-10409,Corvina Bank SA,"Hoffmann, Julia",ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100,218900,CHF,2024-09-27,2025-02-08,2025-06-17,,Partner Referral,2025-06-17,2025-06-17 21:16:55
OPP-670,Orion Industries - Analytics & BI,ACC-10253,Orion Industries S.L.,Marco Rossi,Data & AI,Analytics & BI,Closed Lost,0,29500,EUR,2024-08-21,2025-03-31,2024-10-25,No Decision / Stalled,Inbound - Website,2024-10-25,2024-10-25 17:00:00
OPP-226,Corvina Biotech - Application Support,ACC-10242,CORVINA BIOTECH LTD,Grace Thompson,ERP & Business Apps,Application Support,Closed Lost,0,"£109,200",GBP,2024-05-20,2024-09-23,2024-09-10,No Budget,Partner,2024-09-10,2024-09-10 17:00:00
OPP-567,Stellaris Motorenwerk - Managed SOC,ACC-10331,Stellaris Motorenwerk AG,Felix Wagner  ,Cybersecurity,Managed SOC,Closed Lost,0,285000,EUR,2024-07-30,2024-12-12,2024-08-06,No Budget,Event / Webinar,2024-08-06,2024-08-06 17:00:00
OPP-579,Orion Precision - AI & GenAI Solutions,ACC-10173,Orion Precision S.r.l.,Marco Rossi,Data & AI,AI & GenAI Solutions,Won,100%,315500,EUR,2024-08-01,2025-01-02,2025-01-29,,Partner Referral,2025-01-29,2025-01-29 17:00:00
OPP-135,Granite Public Services - Application Support,ACC-10614,Granite Public Services A/S,Sven Johansson,ERP & Business Apps,Application Support,Closed - Lost,0%,2924800,dkk,2024-04-30,2024-07-08,2024-05-12,,Outbound,2024-05-12,2024-05-12 17:00:00
OPP-158,Vistula Automotive - Managed Cloud Services,ACC-10230,Vistula Automotive S.A.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,807400,PLN,2024-05-03,2024-09-30,2024-08-31,Scope Reduced / In-house,Website,2024-08-31,2024-08-31 17:00:00
OPP-916,Polaris Consumer - SAP S/4HANA Implementation,ACC-10237,Polaris Consumer GmbH,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,Closed - Lost,0%,"1,275,000.00",EUR,2024-10-14,2025-01-08,2024-11-27,No decision,Inbound - Website,2024-11-27,2024-11-27 17:00:00
OPP-630,Orion Connect - DevOps & Platform Engineering,ACC-10105,Orion Connect Oy,Freja Nielsen,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"€179,000",eur,2024-08-13,2024-10-26,2024-09-14,,Inbound - Website,2024-09-14,2024-09-14 17:00:00
OPP-263,Cygnus Utilities - Managed Cloud Services,ACC-10382,Cygnus Utilities Oyj,F. Nielsen,Cloud & Infrastructure,,Closed Won,100,496500,eur,2024-05-28,2024-07-31,2024-11-18,,Event / Webinar,2024-11-18,2024-11-18 17:00:00
OPP-222,Estrella Assurance - Security Assessment,ACC-10473,Estrella Assurance Sp. z o.o.,Jan Kowalski,Cyber Security,Security Assessment,Closed Lost,0,442500,PLN,2024-05-18,2024-11-03,2024-07-23,Not a Fit,Outbound - SDR,2024-07-23,2024-07-23 23:59:10
OPP-409,Danubia Motorenwerk - Security Assessment,ACC-10248,DANUBIA MOTORENWERK AG,Felix Wagner,Cyber Security,,Closed Won,100%,61000,EUR,27/06/2024,2024-10-16,2024-10-10,,Partner Referral,2024-10-10,2024-10-10 17:00:00
OPP-174,Arcadia Consumer - Salesforce Implementation,ACC-10575,Arcadia Consumer Ltd,Grace Thompson,ERP & Apps,Salesforce Implementation,Closed Lost,0,"67,000.00",EUR,2024-05-08,2024-08-24,2024-08-08,,Webinar,2024-08-08,2024-08-08 17:00:00
OPP-593,Stellaris Medical - Application Support,ACC-10350,Stellaris Medical S.à r.l.,Lena Fischer,ERP & Apps,Application Support,Closed Won,100,162000,EUR,2024-08-03,2025-01-03,2024-12-18,,Inbound - Website,2024-12-18,2024-12-18 17:00:00
OPP-172,Nordwind Components - Cloud Migration,ACC-10474,Nordwind Components SA,Lukas Schneider,CLOUD,Cloud Migration,closed lost,0,190600,CHF,2024-05-07,2024-09-06,2024-06-07,No fit,Website,2024-06-07,2024-06-07 20:48:04
OPP-268,Ysolde Motorenwerk - Managed Cloud Services,ACC-10346,Ysolde Motorenwerk ASA,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,447500,EUR,2024-05-30,2024-09-05,2024-10-23,,Inbound - Website,2024-10-23,2024-10-23 17:00:00
OPP-198,Moselle Telecom - Managed Cloud Services,ACC-10561,Moselle Telecom S.p.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,150500,EUR,2024-05-14,2024-11-06,2024-10-12,Timing,Inbound,2024-10-12,2024-10-12 18:28:37
OPP-394,Nordwind Utilities - Managed Cloud Services,ACC-10553,Nordwind Utilities NV,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0%,268000,EUR,2024-06-23,2024-07-23,2024-07-11,Not a Fit,Partner Referral,2024-07-11,2024-07-11 17:00:00
OPP-660,Moselle Brands - DevOps & Platform Engineering,ACC-10441,Moselle Brands SA,chloé martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,95000,EUR,2024-08-20,2024-09-19,2024-09-02,,Inbound - Website,2024-09-02,2024-09-02 20:10:15
OPP-664,Ysolde Industries - AI & GenAI Solutions,ACC-10035,YSOLDE INDUSTRIES AB,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,closed lost,0%,2868000,SEK,2024-08-20,2024-12-18,2024-11-13,Not a Fit,Partner Referral,2024-11-13,2024-11-13 17:00:00
OPP-13,Novara Automotive - Security Assessment,ACC-10193,Novara Automotive plc,Tom Barker,Cybersecurity,Security Assessment,Closed Won,100%,37000,GBP,2024-04-04,2024-06-28,2024-05-26,,Inbound - Website,2024-05-26,2024-05-26 17:00:00
OPP-139,Arcadia Municipal Services - AI & GenAI Solutions,ACC-10618,Arcadia Municipal Services Ltd,Ethan Clarke,DATA & AI,AI & GenAI Solutions,closed won,100%,"97,800.00",GBP,2024-05-01,2024-12-24,2024-12-01,,Partner Referral,2024-12-01,2024-12-01 17:00:00
OPP-319,Vistula Authority - Salesforce Implementation,ACC-10361,Vistula Authority SAS,Camille Bernard,ERP & Business Apps,Salesforce Implementation,Closed Won,100%,102000,EUR,2024-06-08,2024-11-01,2025-12-04,,Event / Webinar,2025-12-04,2025-12-04 17:00:00
OPP-290,Valora Public Services - AI & GenAI Solutions,ACC-10429,Valora Public Services plc,"Walsh, Niamh",Data & AI,AI & GenAI Solutions,closed lost,0%,92400,,02/06/2024,2025-02-16,2024-07-03,Not a Fit,Referral,2024-07-03,2024-07-03 17:00:00
OPP-761,Moselle Capital - DevOps & Platform Engineering,ACC-10609,Moselle Capital N.V.,Pieter Janssens,CLOUD,DevOps & Platform Engineering,Closed Won,100,84500,EUR,2024-09-12,2025-02-19,2025-08-04,,Event,2025-08-04,2025-08-04 17:00:00
OPP-88,Atlas Industries - SAP S/4HANA Implementation,ACC-10139,Atlas Industries AB,sven johansson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Won,100%,18409100,SEK,2024-04-21,2024-07-24,2024-07-15,,Outbound - SDR,2024-07-15,2024-07-15 17:00:00
OPP-623,Gallway Assurance - Salesforce Implementation,ACC-10505,Gallway Assurance Ltd,G. Thompson,ERP & Business Apps,Salesforce Implementation,Closed Won,100%,130200,GBP,2024-08-12,2024-11-19,2024-11-19,,Event,2024-11-19,2024-11-19 17:00:00
OPP-940,Moselle Telecom - Analytics & BI,ACC-10561,Moselle Telecom S.p.A.,Marco Rossi,Data & AI,Analytics & BI,Closed - Lost,0,157500,EUR,2024-10-20,2025-03-09,2024-12-02,Not a Fit,Outbound - SDR,2024-12-02,2024-12-02 17:10:56
OPP-840,Brightwater Agency - Cloud Migration,ACC-10232,Brightwater Agency GmbH,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,170500,EUR,2024-09-28,2025-02-20,2025-01-16,Budget,Inbound - Website,2025-01-16,2025-01-16 23:13:33
OPP-41,Orion Health - AI & GenAI Solutions,ACC-10244,Orion Health s.r.o.,Katarzyna Nowak,Data & AI,AI & GenAI Solutions,Lost,0%,2794400,CZK,2024-04-09,2024-07-01,2024-10-14,Doing in-house,Partner Referral,2024-10-14,2024-10-14 17:00:00
OPP-453,Meridian Freight - DevOps & Platform Engineering,ACC-10185,Meridian Freight SA,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,"111,000.00",EUR,2024-07-06,2024-10-12,2024-10-07,,Partner Referral,2024-10-07,2024-10-07 17:00:00
OPP-947,Solvik Clinics - Identity & Access Management,ACC-10144,Solvik Clinics SAS,David Moreau,Cybersecurity,Identity & Access Management,Lost,0%,"93,000.00",EUR,2024-10-21,2025-07-07,2025-05-08,Timing / Postponed,Outbound - SDR,2025-05-08,2025-05-08 18:49:10
OPP-440,Atlas Motorenwerk - DevOps & Platform Engineering,ACC-10092,Atlas Motorenwerk GmbH,Lukas Schneider,CLOUD,DevOps & Platform Engineering,Closed Lost,0%,73000,EUR,2024-07-04,2024-10-10,2024-08-06,Budget,Co-sell,2024-08-06,2024-08-06 17:00:00
OPP-284,Corvina Consumer - AI & GenAI Solutions,ACC-10498,Corvina Consumer Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0,216 500,GBP,2024-06-01,2024-07-12,2024-06-13,no budget,Partner Referral,2024-06-13,2024-06-13 17:00:00
OPP-336,Dunmore Freight - Managed Cloud Services,ACC-10432,Dunmore Freight S.p.A.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,"€165,500",EUR,2024-06-12,2024-10-18,2024-08-13,Budget,Partner Referral,2024-08-13,2024-08-13 17:00:00
OPP-568,Zephyr Automotive - DevOps & Platform Engineering,ACC-10165,ZEPHYR AUTOMOTIVE LDA,Mateo López,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,"137,000.00",EUR,2024-07-30,2024-11-01,2024-08-26,Not a Fit,Outbound - SDR,2024-08-26,2024-08-26 17:00:00
OPP-337,Fontaine Precision - Managed Cloud Services,ACC-10005,Fontaine Precision Oyj,Freja Nielsen,Cloud & Infrastructure,,Closed Won,100,217000,EUR,2024-06-12,2024-08-16,2024-10-16,,Inbound - Website,2024-10-16,2024-10-16 17:00:00
OPP-418,Kronberg Logistics - Data Platform Modernisation,ACC-10651,Kronberg Logistics Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Lost,,323600,GBP,29/06/2024,2024-10-14,2024-10-29,Price,Event,2024-10-29,2024-10-29 17:00:00
OPP-879,Vistula Automotive - Analytics & BI,ACC-10230,Vistula Automotive S.A.,Katarzyna Nowak,Data & AI,Analytics & BI,Closed Lost,0,226800,PLN,2024-10-06,2024-11-28,2024-11-10,No Budget,Hyperscaler Co-sell,2024-11-10,2024-11-10 17:15:04
OPP-120,Silverline Public Services - DevOps & Platform Engineering,ACC-10085,Silverline Public Services GmbH,Lukas Schneider,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0,"€227,500",EUR,2024-04-27,2024-06-12,2024-05-18,No Budget,Outbound,2024-05-18,2024-05-18 20:03:53
OPP-364,Hansa Bank - Identity & Access Management,ACC-10555,Hansa Bank SA,"Moreau, David",Cybersecurity,Identity & Access Management,Closed Won,100,165500,EUR,2024-06-17,2024-10-07,2024-10-14,,Inbound - Website,2024-10-14,2024-10-14 17:00:00
OPP-46,Tauern Consumer - Identity & Access Management,ACC-10613,Tauern Consumer S.r.l.,Isabel Ferreira,Cyber Security,Identity & Access Management,Closed Lost,0,143500,EUR,2024-04-11,2024-09-22,2024-07-18,Competitor,Event / Webinar,2024-07-18,2024-07-18 17:00:00
OPP-862,Vistula Authority - Salesforce Implementation,ACC-10361,Vistula Authority SAS,Camille Bernard,ERP,Salesforce Implementation,Contracting,95,"€40,500",€,2024-10-02,2025-03-24,,,Hyperscaler Co-sell,2025-05-08,2025-05-06 17:38:17
OPP-797,Tamsin Precision - Data Platform Modernisation,ACC-10126,Tamsin Precision SAS,Hugo Laurent,DATA & AI,Data Platform Modernisation,Closed - Lost,0,352500,EUR,2024-09-19,2025-02-08,2024-12-08,No Budget,Inbound - Website,2024-12-08,2024-12-08 19:24:45
OPP-757,Cygnus Industries - Application Support,ACC-10593,Cygnus Industries plc,Grace Thompson,ERP & Business Apps,Application Support,Closed Lost,0,,GBP,2024-09-11,07/01/2025,2024-09-18,Not a Fit,Outbound,2024-09-18,2024-09-18 17:00:00
OPP-447,Polaris Precision - AI & GenAI Solutions,ACC-10702,Polaris Precision S.p.A.,"Rossi, Marco",Data&AI,AI & GenAI Solutions,Closed Lost,0%,259000.00,EUR,2024-07-05,2024-09-04,2024-08-21,Not a Fit,Event / Webinar,2024-08-21,2024-08-21 17:00:00
OPP-435,Granite Invest - Managed Cloud Services,ACC-10691,Granite Invest Ltd,Oliver Hughes,Cloud & Infrastructure,Managed Cloud Services,Lost,0,401200,GBP,2024-07-02,2024-11-20,2024-07-08,Budget,Hyperscaler Co-sell,2024-07-08,2024-07-08 17:00:00
OPP-492,Baltica Retail - Cloud Migration,ACC-10080,Baltica Retail SAS,Chloé Martin,Cloud & Infra,Cloud Migration,5 - Closed Won,100%,482500,EUR,2024-07-14,22/01/2025,2024-10-10,,Event / Webinar,2024-10-10,2024-10-10 17:00:00
OPP-246,Gallway Automotive - Cloud Migration,ACC-10616,Gallway Automotive AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,closed lost,0,258 600,CHF,2024-05-26,2024-09-22,2024-07-09,Not a Fit,Partner Referral,2024-07-09,2024-07-09 17:00:00
OPP-643,Jadeport Connect - Application Support,ACC-10187,JADEPORT CONNECT SA,Lena Fischer,ERP & Business Apps,Application Support,Closed Lost,0,412500,EUR,2024-08-15,2024-12-17,2024-12-19,Scope Reduced / In-house,Hyperscaler Co-sell,2024-12-19,2024-12-19 17:00:00
OPP-104,Bergmann Consumer - Cloud Migration,ACC-10247,Bergmann Consumer S.A.,Mateo López,Cloud & Infrastructure,,Lost,0,370 000,EUR,2024-04-24,2024-07-11,2024-05-28,No Decision / Stalled,Partner Referral,2024-05-28,2024-05-28 17:00:00
OPP-265,Fjordline Brands - Application Support,ACC-10402,Fjordline Brands AB,"Johansson, Sven",ERP & Business Apps,Application Support,Closed Lost,0,7086200,SEK,2024-05-29,2024-08-29,2024-06-13,no budget,Event / Webinar,2024-06-13,2024-06-13 17:00:00
OPP-328,Oakridge Clinics - Security Assessment,ACC-10459,Oakridge Clinics SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0,94 000,EUR,10/06/2024,2025-02-13,2024-09-23,No Decision / Stalled,Event / Webinar,2024-09-23,2024-09-23 17:00:00
OPP-354,Bergmann Assurance - Data Platform Modernisation,ACC-10322,Bergmann Assurance Ltd,Niamh Walsh,DATA & AI,Data Platform Modernisation,Closed Lost,0,277500,EUR,2024-06-15,2024-11-06,2025-06-15,Stalled,Outbound - SDR,2025-06-15,2025-06-15 17:47:13
OPP-39,Invicta Medical - DevOps & Platform Engineering,ACC-10182,Invicta Medical AG,Lukas Schneider  ,Cloud & Infra,DevOps & Platform Engineering,Closed Lost,0,67 000,EUR,2024-04-08,2024-08-25,2024-06-08,Not a Fit,Event / Webinar,2024-06-08,2024-06-08 23:34:39
OPP-63,Helvetia Municipal Services - Cloud Migration,ACC-10543,Helvetia Municipal Services Sp. z o.o.,Tomáš Novák,Cloud and Infrastructure,Cloud Migration,Lost,0,647300,PLN,2024-04-15,2024-12-01,2024-04-21,Not a Fit,Outbound,2024-04-21,2024-04-21 17:00:00
OPP-785,Delta Networks - DevOps & Platform Engineering,ACC-10617,Delta Networks AG,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0%,57 200,CHF,2024-09-18,2025-01-21,2024-10-27,Scope Reduced / In-house,SDR,2024-10-27,2024-10-27 17:00:00
OPP-58,Baltica Brands - AI & GenAI Solutions,ACC-10384,Baltica Brands Ltd,niamh walsh,Data & AI,AI & GenAI Solutions,Lost,0%,"49,500.00",GBP,2024-04-13,2024-05-18,29/04/2024,No Decision / Stalled,Inbound - Website,2024-04-29,2024-04-29 17:38:00
OPP-505,Juniper Industries - Cloud Migration,ACC-10557,Juniper Industries Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,Won,100,758700,PLN,2024-07-17,2024-12-28,2025-04-21,,Inbound - Website,2025-04-21,2025-04-21 20:51:43
OPP-655,Gallway Freight - Managed Cloud Services,ACC-10039,Gallway Freight SAS,Chloé Martin,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,604500,EUR,2024-08-18,2025-01-23,2024-12-20,Timing / Postponed,Hyperscaler Co-sell,2024-12-20,2024-12-20 17:00:00
OPP-621,Lusitania Health - Identity & Access Management,ACC-10433,Lusitania Health SAS,David Moreau,Cybersecurity,Identity & Access Management,Won,100,45 000,EUR,2024-08-11,2025-01-17,2025-08-24,,Inbound - Website,2025-08-24,2025-08-24 17:00:00
OPP-979,Zephyr Transport - Managed SOC,ACC-10761,Zephyr Transport Ltd,Tom Barker,Cybersecurity,Managed SOC,closed lost,0,154 700,GBP,2024-10-29,2025-01-14,2024-11-20,Budget,Hyperscaler Co-sell,20/11/2024,2024-11-20 17:56:23
OPP-128,Riviera Renewables - Salesforce Implementation,ACC-10627,Riviera Renewables AB,Sven Johansson,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,2837500,SEK,2024-04-29,2024-09-01,2024-05-05,Not a Fit,Hyperscaler Co-sell,2024-05-05,2024-05-05 17:00:00
OPP-532,Marisol Connect - SAP S/4HANA Implementation,ACC-10445,Marisol Connect Ltd,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0,"£159,500",GBP,2024-07-21,2024-11-15,2024-09-02,No Decision / Stalled,Inbound - Website,2024-09-02,2024-09-02 20:45:05
OPP-341,Vektor Components - DevOps & Platform Engineering,ACC-10756,Vektor Components SA,Chloé Martin,Cloud and Infrastructure,DevOps & Platform Engineering,Lost,0,33000,EUR,2024-06-13,2024-09-05,2024-09-13,Lost to Competitor,Partner Referral,2024-09-13,2024-09-13 17:09:41
OPP-371,Estrella Motorenwerk - Managed Cloud Services,ACC-10542,Estrella Motorenwerk Ltd,oliver hughes,Cloud & Infrastructure,Managed Cloud Services,Lost,0,373500,GBP,2024-06-19,2024-10-28,2024-12-16,Lost to Competitor,Outbound - SDR,2024-12-16,2024-12-16 17:00:00
OPP-4,Oakridge Bank - Identity & Access Management,ACC-10023,Oakridge Bank SAS,david moreau,Cybersecurity,Identity & Access Management,Closed Won,100,398500,EUR,2024-04-02,21/07/2024,2024-08-19,,Event,2024-08-19,2024-08-19 17:00:00
OPP-358,Lumen Precision - Data Platform Modernisation,ACC-10044,Lumen Precision S.A.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed - Lost,0,187000,EUR,2024-06-16,2024-10-05,2024-06-29,No Budget,Partner Referral,2024-06-29,2024-06-29 20:40:08
OPP-545,Wexford Connect - Analytics & BI,ACC-10574,WEXFORD CONNECT APS,Mikael Lindqvist,Data & AI,Analytics & BI,Won,100,486000,DKK,2024-07-23,2024-08-27,28/01/2025,,Hyperscaler Co-sell,2025-01-28,2025-01-28 17:00:00
OPP-291,Riviera Components - AI & GenAI Solutions,ACC-10315,Riviera Components SE,"Müller, Anna",Data & AI,AI & GenAI Solutions,Closed Won,100,110000,€,2024-06-02,2024-07-02,2024-10-02,,Webinar,2024-10-02,2024-10-02 17:00:00
OPP-729,Meridian Grid - AI & GenAI Solutions,ACC-10558,Meridian Grid AB,mikael lindqvist,DATA & AI,AI & GenAI Solutions,5 - Closed Won,100,2229900,SEK,2024-09-03,2025-01-28,2024-12-17,,Event / Webinar,2024-12-17,2024-12-17 17:00:00
OPP-280,Tauern Utilities - SAP S/4HANA Implementation,ACC-10563,Tauern Utilities AG,"Fischer, Lena",ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,316700,CHF,2024-06-01,2024-10-03,2025-01-13,Timing / Postponed,Hyperscaler Co-sell,2025-01-13,2025-01-13 17:00:00
OPP-240,Corvina Broadcast - Security Assessment,ACC-10592,Corvina Broadcast B.V.,Sara Andersson,Cybersecurity,Security Assessment,Closed Lost,0,10500,EUR,2024-05-23,2024-08-16,2024-08-01,Timing / Postponed,Partner Referral,2024-08-01,2024-08-01 17:00:00
OPP-841,Juniper Retail - DevOps & Platform Engineering,ACC-10197,Juniper Retail SA,Chloé Martin,Cloud and Infrastructure,DevOps & Platform Engineering,closed lost,0,178000,EUR,2024-09-28,2025-01-11,2025-11-21,Timing / Postponed,Inbound,2025-11-21,2025-11-21 22:45:08
OPP-487,Polaris Assurance - Data Platform Modernisation,ACC-10387,POLARIS ASSURANCE S.A.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Lost,0%,114000.00,EUR,2024-07-13,2025-03-23,2024-09-08,No Budget,Event / Webinar,2024-09-08,2024-09-08 17:00:00
OPP-317,Aurora Grid - Data Platform Modernisation,ACC-10688,AURORA GRID S.R.O.,Katarzyna Nowak,Data & AI,,Won,100,7795400,CZK,2024-06-08,2024-12-12,2025-01-03,,Event,2025-01-03,2025-01-03 19:50:15
OPP-766,Gallway Agency - SAP S/4HANA Implementation,ACC-10003,Gallway Agency SA,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0%,"554,000.00",€,2024-09-13,2025-04-24,2025-02-08,Price,Partner Referral,2025-02-08,2025-02-08 22:07:07
OPP-379,Dunmore Automotive - Analytics & BI,ACC-10316,Dunmore Automotive Ltd,Niamh Walsh,Data & AI,Analytics & BI,Closed Lost,0,54700,GBP,2024-06-20,2024-07-31,2024-09-25,No Decision / Stalled,Hyperscaler Co-sell,2024-09-25,2024-09-25 17:00:00
OPP-406,Vistula Authority - Cloud Migration,ACC-10361,VISTULA AUTHORITY SAS,Chloé Martin,CLOUD,Cloud Migration,closed lost,0,113500,EUR,2024-06-27,2024-11-02,2024-08-24,No decision,Referral,2024-08-24,2024-08-24 17:00:00
OPP-671,Bergmann Assurance - Salesforce Implementation,ACC-10322,Bergmann Assurance Ltd,Grace Thompson,ERP & Business Apps,Salesforce Implementation,Closed Won,100,274500,EUR,2024-08-21,2025-02-11,2024-12-22,,Outbound - SDR,2024-12-22,2024-12-22 23:13:40
OPP-536,Fjordline Automotive - DevOps & Platform Engineering,ACC-10658,Fjordline Automotive B.V.,"Janssens, Pieter",Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,69000.00,EUR,2024-07-22,2024-11-06,2024-10-06,Price,Hyperscaler Co-sell,2024-10-06,2024-10-06 17:51:01
OPP-29,Gallway Assurance - Salesforce Implementation,ACC-10505,Gallway Assurance Ltd,"Thompson, Grace",ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,368800,GBP,2024-04-07,2024-07-25,2024-06-29,PRICE,Webinar,2024-06-29,2024-06-29 17:00:00
OPP-560,Estrella Mobility - DevOps & Platform Engineering,ACC-10413,Estrella Mobility GmbH,Lukas Schneider,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100%,"€234,500",EUR,2024-07-28,28/09/2024,2024-10-31,,Event,2024-10-31,2024-10-31 17:00:00
OPP-876,Aurora Stores - Analytics & BI,ACC-10276,Aurora Stores S.r.l.,Marco Rossi,Data & AI,Analytics & BI,Lost,0,"213,000.00",EUR,2024-10-05,2025-03-24,2024-12-14,No fit,Outbound - SDR,2024-12-14,2024-12-14 17:00:00
